seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr6	29722775	29738528	15754	+	ENSG00000204642.14	HLA-F	HLA-F	0.177	3.77	0.764	0.398	0.613	0.4	HLA-F
chr17	31305213	31318831	13619	-	ENSG00000265118.5	NA	NA	0.413	5.09	0.765	0.398	0.613	0.4	ENSG00000265118.5
chr5	132440440	132508719	68280	-	ENSG00000125347.15	IRF1	IRF1	0.205	5.37	0.76	0.399	0.614	0.399	IRF1
chr1	150067279	150145329	78051	+	ENSG00000136631.16	VPS45	VPS45	0.0812	5.89	0.762	0.399	0.613	0.399	VPS45
chr8	69667046	69834978	167933	-	ENSG00000137571.11	SLCO5A1	SLCO5A1	0.305	0.338	0.762	0.399	0.613	0.399	SLCO5A1
chr14	104769349	104795751	26403	-	ENSG00000142208.18	AKT1	AKT1	-0.0802	6.72	0.761	0.399	0.614	0.399	AKT1
chr3	51993522	51995895	2374	-	ENSG00000162244.12	RPL29	RPL29	0.12	8.55	0.76	0.399	0.614	0.399	RPL29
chr21	34073224	34143034	69811	+	ENSG00000243927.6	MRPS6	MRPS6	-0.15	5.28	0.762	0.399	0.613	0.399	MRPS6
chr1	32108056	32176563	68508	+	ENSG00000025800.14	KPNA6	KPNA6	-0.0756	6.62	0.759	0.4	0.614	0.398	KPNA6
chr19	2037465	2051244	13780	-	ENSG00000099875.16	MKNK2	MKNK2	0.118	6.88	0.759	0.4	0.614	0.398	MKNK2
chr22	38656636	38673854	17219	+	ENSG00000100211.12	CBY1	CBY1	-0.238	2.23	0.757	0.4	0.615	0.398	CBY1
chr10	102245371	102382899	137529	+	ENSG00000107862.7	GBF1	GBF1	0.186	6.93	0.758	0.4	0.615	0.398	GBF1
chr11	117314557	117413266	98710	+	ENSG00000110274.16	CEP164	CEP164	0.146	5.31	0.758	0.4	0.614	0.398	CEP164
chr17	41812680	41823213	10534	+	ENSG00000141756.20	FKBP10	FKBP10	0.854	-0.685	0.76	0.4	0.614	0.398	FKBP10
chr1	205568885	205602918	34034	+	ENSG00000174514.13	MFSD4A	MFSD4A	0.276	-0.102	0.757	0.4	0.615	0.398	MFSD4A
chr19	12345944	12365905	19962	-	ENSG00000198342.10	ZNF442	ZNF442	0.178	2.08	0.759	0.4	0.614	0.398	ZNF442
chr19	56397966	56436035	38070	+	ENSG00000198440.9	ZNF583	ZNF583	-0.208	2.73	0.758	0.4	0.615	0.398	ZNF583
chr8	94378377	94436952	58576	-	ENSG00000265817.4	FSBP	FSBP	-0.248	2.4	0.757	0.4	0.615	0.398	FSBP
chr3	183815568	183884889	69322	-	ENSG00000283765.1	NA	NA	0.921	0.124	0.759	0.4	0.614	0.398	ENSG00000283765.1
chr19	57231009	57235548	4540	+	ENSG00000105146.14	AURKC	AURKC	-0.466	0.824	0.756	0.401	0.615	0.397	AURKC
chr3	9749944	9788219	38276	+	ENSG00000114026.22	OGG1	OGG1	0.138	4.31	0.754	0.401	0.615	0.397	OGG1
chr1	241532134	241595642	63509	+	ENSG00000117009.12	KMO	KMO	0.158	3.23	0.755	0.401	0.615	0.397	KMO
chr1	33472645	33501643	28999	+	ENSG00000121903.15	ZSCAN20	ZSCAN20	-0.142	3.62	0.755	0.401	0.615	0.397	ZSCAN20
chr9	131502789	131523806	21018	+	ENSG00000130714.19	POMT1	POMT1	0.617	5.07	0.755	0.401	0.615	0.397	POMT1
chr22	39994954	40043534	48581	+	ENSG00000133477.17	FAM83F	FAM83F	0.237	0.207	0.753	0.401	0.616	0.396	FAM83F
chr4	145599042	145660033	60992	+	ENSG00000151611.17	MMAA	MMAA	0.15	2.68	0.755	0.401	0.615	0.397	MMAA
chr5	134601149	134649271	48123	-	ENSG00000152700.14	SAR1B	SAR1B	0.0914	5.82	0.755	0.401	0.615	0.397	SAR1B
chr7	6409126	6484190	75065	-	ENSG00000164535.15	DAGLB	DAGLB	-0.0984	6.24	0.754	0.401	0.615	0.397	DAGLB
chrX	71212811	71225516	12706	+	ENSG00000169562.13	GJB1	GJB1	-0.149	4.29	0.755	0.401	0.615	0.397	GJB1
chr11	67289300	67302485	13186	+	ENSG00000172932.16	ANKRD13D	ANKRD13D	-0.104	6.09	0.754	0.401	0.615	0.396	ANKRD13D
chr19	36383120	36418644	35525	-	ENSG00000181007.9	ZFP82	ZFP82	0.159	3.22	0.755	0.401	0.615	0.397	ZFP82
chr7	66087761	66152277	64517	+	ENSG00000249319.2	NA	NA	0.671	0.901	0.756	0.401	0.615	0.397	ENSG00000249319.2
chr12	121429096	121581023	151928	-	ENSG00000089094.20	KDM2B	KDM2B	-0.108	7.22	0.75	0.402	0.616	0.395	KDM2B
chr2	218633329	218659655	26327	-	ENSG00000115568.16	ZNF142	ZNF142	0.14	5.6	0.752	0.402	0.616	0.396	ZNF142
chr1	207034366	207081024	46659	+	ENSG00000123836.15	PFKFB2	PFKFB2	0.0908	6.63	0.75	0.402	0.617	0.395	PFKFB2
chr9	21967752	21995301	27550	-	ENSG00000147889.18	CDKN2A	CDKN2A	-0.157	3.31	0.752	0.402	0.616	0.396	CDKN2A
chr1	26037252	26046118	8867	-	ENSG00000158014.15	SLC30A2	SLC30A2	-0.362	0.12	0.753	0.402	0.616	0.396	SLC30A2
chr8	144291591	144314720	23130	+	ENSG00000185122.11	HSF1	HSF1	0.102	5.53	0.75	0.402	0.616	0.395	HSF1
chr3	52228612	52246788	18177	-	ENSG00000247596.10	TWF2	TWF2	-0.0853	6.76	0.751	0.402	0.616	0.396	TWF2
chr4	88523810	88708450	184641	+	ENSG00000287542.1	HERC3	HERC3	0.402	2.51	0.752	0.402	0.616	0.396	HERC3
chr11	125955796	126063335	107540	-	ENSG00000064309.16	CDON	CDON	0.239	0.334	0.748	0.403	0.617	0.395	CDON
chr1	51236273	51273447	37175	+	ENSG00000123091.5	RNF11	RNF11	0.113	5.42	0.749	0.403	0.617	0.395	RNF11
chr1	172370189	172444086	73898	-	ENSG00000135845.10	PIGC	PIGC	-0.1	4.2	0.749	0.403	0.617	0.395	PIGC
chr7	23310209	23470491	160283	-	ENSG00000136231.14	IGF2BP3	IGF2BP3	-0.115	5.59	0.75	0.403	0.617	0.395	IGF2BP3
chr21	46098112	46132848	34737	+	ENSG00000142173.17	COL6A2	COL6A2	0.175	5.04	0.747	0.403	0.617	0.394	COL6A2
chr7	55793540	55862755	69216	-	ENSG00000154997.9	SEPTIN14	SEPTIN14	0.208	2.55	0.747	0.403	0.617	0.394	SEPTIN14
chr2	96859718	96870757	11040	-	ENSG00000168758.11	SEMA4C	SEMA4C	0.144	8.13	0.748	0.403	0.617	0.395	SEMA4C
chr11	21782659	22283567	500909	+	ENSG00000171714.13	ANO5	ANO5	-0.304	1.77	0.748	0.403	0.617	0.395	ANO5
chr11	809965	812880	2916	+	ENSG00000177600.9	RPLP2	RPLP2	-0.0926	8.19	0.747	0.403	0.617	0.394	RPLP2
chr7	78017055	79453667	1436613	-	ENSG00000187391.22	MAGI2	MAGI2	0.154	3.25	0.747	0.403	0.617	0.394	MAGI2
chr3	151873643	151884619	10977	+	ENSG00000198829.6	SUCNR1	SUCNR1	0.191	4.39	0.75	0.403	0.617	0.395	SUCNR1
chr17	49968588	49974959	6372	+	ENSG00000108813.12	DLX4	DLX4	0.326	-0.452	0.744	0.404	0.618	0.393	DLX4
chr15	49423237	49488775	65539	+	ENSG00000140285.12	FGF7	FGF7	-0.83	-0.626	0.746	0.404	0.617	0.394	FGF7
chr16	29973868	29992261	18394	+	ENSG00000149930.18	TAOK2	TAOK2	-0.0901	6.45	0.745	0.404	0.618	0.394	TAOK2
chr2	112055269	112119318	64050	+	ENSG00000153214.11	TMEM87B	TMEM87B	0.113	5.42	0.744	0.404	0.618	0.393	TMEM87B
chr9	19049427	19051025	1599	+	ENSG00000155876.6	RRAGA	RRAGA	-0.104	5.01	0.744	0.404	0.618	0.393	RRAGA
chr3	129278828	129306186	27359	+	ENSG00000183624.14	HMCES	HMCES	0.139	4.49	0.744	0.404	0.618	0.393	HMCES
chr7	143316111	143352083	35973	+	ENSG00000188037.14	CLCN1	CLCN1	0.633	-0.554	0.745	0.404	0.618	0.394	CLCN1
chr4	38867677	38945739	78063	+	ENSG00000197712.12	FAM114A1	FAM114A1	-0.261	3.85	0.746	0.404	0.617	0.394	FAM114A1
chr10	100987367	100994403	7037	+	ENSG00000107815.10	TWNK	TWNK	0.467	4.04	0.743	0.405	0.618	0.393	TWNK
chr3	108160812	108222435	61624	-	ENSG00000114446.5	IFT57	IFT57	-0.153	1.97	0.741	0.405	0.619	0.392	IFT57
chr18	63327726	63367228	39503	-	ENSG00000119537.18	KDSR	KDSR	-0.1	5.38	0.741	0.405	0.619	0.392	KDSR
chr19	14433053	14471867	38815	+	ENSG00000123143.13	PKN1	PKN1	0.118	7.84	0.743	0.405	0.618	0.393	PKN1
chr6	87590067	87667453	77387	+	ENSG00000135336.16	ORC3	ORC3	0.108	4.07	0.743	0.405	0.618	0.393	ORC3
chr10	26746593	26861087	114495	-	ENSG00000136754.18	ABI1	ABI1	0.0673	7.03	0.743	0.405	0.618	0.393	ABI1
chr12	124946825	124989131	42307	-	ENSG00000150990.9	DHX37	DHX37	0.11	4.93	0.741	0.405	0.619	0.392	DHX37
chr19	39296407	39298673	2267	+	ENSG00000182393.3	IFNL1	IFNL1	-0.444	-0.938	0.742	0.405	0.619	0.393	IFNL1
chr22	45920366	45977162	56797	-	ENSG00000188064.10	WNT7B	WNT7B	-0.2	1.86	0.741	0.405	0.619	0.392	WNT7B
chrX	24149173	24216255	67083	+	ENSG00000005889.16	ZFX	ZFX	0.172	5.58	0.738	0.406	0.62	0.391	ZFX
chr16	14632931	14669236	36306	+	ENSG00000103429.11	BFAR	BFAR	-0.0931	5.57	0.739	0.406	0.619	0.392	BFAR
chr15	45479606	45522755	43150	-	ENSG00000104154.7	SLC30A4	SLC30A4	0.216	4.97	0.738	0.406	0.62	0.391	SLC30A4
chr6	149818757	149864359	45603	-	ENSG00000120256.11	LRP11	LRP11	0.18	2.98	0.74	0.406	0.619	0.392	LRP11
chr8	68330955	68819023	488069	+	ENSG00000165084.16	C8orf34	C8orf34	0.214	0.364	0.738	0.406	0.62	0.391	C8orf34
chr3	122577628	122639047	61420	+	ENSG00000173200.13	PARP15	PARP15	0.205	4.25	0.737	0.406	0.62	0.391	PARP15
chr17	4498881	4539035	40155	+	ENSG00000183018.9	SPNS2	SPNS2	0.431	4.45	0.738	0.406	0.62	0.391	SPNS2
chr1	44405194	44651724	246531	+	ENSG00000187147.18	RNF220	RNF220	0.0953	6.19	0.738	0.406	0.62	0.391	RNF220
chr14	64449106	64505213	56108	-	ENSG00000089775.12	ZBTB25	ZBTB25	-0.136	4.58	0.735	0.407	0.621	0.39	ZBTB25
chr8	73780097	73878910	98814	-	ENSG00000104343.21	UBE2W	UBE2W	0.138	5.59	0.735	0.407	0.621	0.39	UBE2W
chr5	136028988	136063818	34831	+	ENSG00000120708.17	TGFBI	TGFBI	0.0747	9.13	0.736	0.407	0.62	0.391	TGFBI
chr7	73302516	73308826	6311	-	ENSG00000130305.17	NSUN5	NSUN5	0.12	5.45	0.735	0.407	0.621	0.39	NSUN5
chr4	625573	670782	45210	+	ENSG00000133256.13	PDE6B	PDE6B	-0.266	3.33	0.734	0.407	0.621	0.39	PDE6B
chr11	10556966	10611689	54724	-	ENSG00000133800.9	LYVE1	LYVE1	0.535	-1.01	0.734	0.407	0.621	0.39	LYVE1
chr2	15940550	15947007	6458	+	ENSG00000134323.13	MYCN	MYCN	-0.655	-0.827	0.735	0.407	0.621	0.39	MYCN
chr1	167809386	167914215	104830	-	ENSG00000143199.18	ADCY10	ADCY10	-0.467	0.967	0.734	0.407	0.621	0.39	ADCY10
chr1	151402724	151459494	56771	-	ENSG00000143442.23	POGZ	POGZ	0.168	7.02	0.736	0.407	0.62	0.391	POGZ
chr14	73715122	73790285	75164	-	ENSG00000156030.14	MIDEAS	MIDEAS	0.0889	7.17	0.735	0.407	0.621	0.39	MIDEAS
chr12	8637346	8662888	25543	-	ENSG00000197614.11	MFAP5	MFAP5	0.157	2.64	0.734	0.407	0.621	0.39	MFAP5
chr1	184051651	184123978	72328	+	ENSG00000198860.14	TSEN15	TSEN15	-0.15	4.43	0.736	0.407	0.62	0.391	TSEN15
chr6	39899578	39934551	34974	-	ENSG00000124615.20	MOCS1	MOCS1	0.241	2.59	0.73	0.408	0.622	0.389	MOCS1
chr16	1959538	1961975	2438	+	ENSG00000140990.15	NDUFB10	NDUFB10	-0.0998	5.27	0.732	0.408	0.622	0.389	NDUFB10
chr9	35087237	35096619	9383	-	ENSG00000165282.15	PIGO	PIGO	-0.0829	5.71	0.731	0.408	0.622	0.389	PIGO
chr11	837356	842529	5174	-	ENSG00000177700.6	POLR2L	POLR2L	-0.166	4.61	0.731	0.408	0.622	0.389	POLR2L
chr1	40861054	40862363	1310	-	ENSG00000179862.7	CITED4	CITED4	-0.324	2.99	0.732	0.408	0.621	0.39	CITED4
chr19	7533595	7540059	6465	+	ENSG00000268614.1	NA	NA	0.292	2.04	0.732	0.408	0.622	0.389	ENSG00000268614.1
chr12	70243002	70354993	111992	+	ENSG00000111596.14	CNOT2	CNOT2	0.0739	6.34	0.729	0.409	0.622	0.388	CNOT2
chr4	8558725	8619761	61037	+	ENSG00000155269.12	GPR78	GPR78	-0.486	-0.898	0.728	0.409	0.623	0.388	GPR78
chr1	54225432	54413479	188048	-	ENSG00000157216.17	SSBP3	SSBP3	0.0919	6.04	0.727	0.409	0.623	0.388	SSBP3
chr4	183505058	183512429	7372	+	ENSG00000168556.7	ING2	ING2	-0.178	3.43	0.73	0.409	0.622	0.389	ING2
chr16	28097976	28211965	113990	-	ENSG00000169180.12	XPO6	XPO6	0.261	6.94	0.728	0.409	0.623	0.388	XPO6
chr14	23969874	24006408	36535	+	ENSG00000187630.18	DHRS4L2	DHRS4L2	-0.116	3.66	0.728	0.409	0.623	0.388	DHRS4L2
chr7	23680130	23703249	23120	+	ENSG00000188732.11	FAM221A	FAM221A	-0.169	2.8	0.728	0.409	0.623	0.388	FAM221A
chr7	74796151	74851605	55455	-	ENSG00000196275.16	GTF2IRD2	GTF2IRD2	0.282	1.12	0.727	0.409	0.623	0.388	GTF2IRD2
chr8	22106874	22109419	2546	-	ENSG00000275074.2	NUDT18	NUDT18	-0.116	3.25	0.728	0.409	0.623	0.388	NUDT18
chrX	49269793	49301461	31669	+	ENSG00000049769.14	PPP1R3F	PPP1R3F	-0.453	1.68	0.724	0.41	0.624	0.387	PPP1R3F
chr1	11637018	11655785	18768	-	ENSG00000116661.11	FBXO2	FBXO2	0.32	-0.328	0.726	0.41	0.623	0.387	FBXO2
chr18	11689264	11885685	196422	+	ENSG00000141404.17	GNAL	GNAL	0.208	1.83	0.726	0.41	0.623	0.387	GNAL
chr8	124539101	124580648	41548	+	ENSG00000147684.10	NDUFB9	NDUFB9	-0.0899	5.4	0.726	0.41	0.623	0.387	NDUFB9
chr8	95244913	95269201	24289	-	ENSG00000156172.6	CFAP418	CFAP418	0.148	2.71	0.726	0.41	0.623	0.387	CFAP418
chr8	106270144	106752694	482551	+	ENSG00000164830.19	OXR1	OXR1	0.125	4.95	0.726	0.41	0.623	0.387	OXR1
chr9	124777133	124814885	37753	+	ENSG00000185585.20	OLFML2A	OLFML2A	0.274	0.709	0.726	0.41	0.623	0.387	OLFML2A
chr9	133098121	133163914	65794	-	ENSG00000285245.1	NA	NA	-1.3	1.55	0.73	0.41	0.623	0.387	ENSG00000285245.1
chr20	51596514	51768390	171877	-	ENSG00000054793.14	ATP9A	ATP9A	-0.194	2.29	0.722	0.411	0.625	0.386	ATP9A
chr1	229593134	229626122	32989	-	ENSG00000135801.11	TAF5L	TAF5L	-0.0844	5.41	0.721	0.411	0.625	0.386	TAF5L
chr11	65089324	65111862	22539	+	ENSG00000149823.9	VPS51	VPS51	-0.0977	6.24	0.721	0.411	0.625	0.386	VPS51
chr20	25006230	25058980	52751	-	ENSG00000154930.15	ACSS1	ACSS1	0.146	5.56	0.722	0.411	0.625	0.386	ACSS1
chr11	76444923	76553031	108109	+	ENSG00000158636.17	EMSY	EMSY	0.105	4.94	0.722	0.411	0.625	0.386	EMSY
chr12	51238724	51271362	32639	+	ENSG00000183283.16	DAZAP2	DAZAP2	-0.107	8.68	0.723	0.411	0.624	0.386	DAZAP2
chr20	13714322	13784919	70598	-	ENSG00000089048.15	ESF1	ESF1	0.112	4.51	0.721	0.412	0.625	0.386	ESF1
chr14	56117814	56301524	183711	+	ENSG00000139946.11	PELI2	PELI2	0.261	3.49	0.719	0.412	0.626	0.385	PELI2
chr1	160485030	160523262	38233	-	ENSG00000162739.14	SLAMF6	SLAMF6	-0.534	-0.889	0.719	0.412	0.626	0.385	SLAMF6
chrX	38801440	38806537	5098	+	ENSG00000165175.17	MID1IP1	MID1IP1	0.112	6.2	0.718	0.412	0.626	0.385	MID1IP1
chr16	30192932	30194306	1375	-	ENSG00000169627.9	BOLA2	BOLA2	-0.247	1.65	0.718	0.412	0.626	0.385	BOLA2
chr22	37681673	37693476	11804	+	ENSG00000273899.5	NOL12	NOL12	0.0718	4.59	0.72	0.412	0.625	0.385	NOL12
chr1	69567922	70151945	584024	+	ENSG00000033122.21	LRRC7	LRRC7	0.216	1.9	0.715	0.413	0.627	0.384	LRRC7
chr19	45039045	45070956	31912	+	ENSG00000104859.15	CLASRP	CLASRP	0.147	5.83	0.716	0.413	0.626	0.384	CLASRP
chr3	119654513	119677454	22942	-	ENSG00000138495.7	COX17	COX17	-0.146	4.79	0.716	0.413	0.626	0.384	COX17
chr10	112446998	112818744	371747	+	ENSG00000151532.15	VTI1A	VTI1A	0.0705	5.08	0.715	0.413	0.627	0.384	VTI1A
chr1	153373711	153375621	1911	-	ENSG00000163221.9	S100A12	S100A12	-0.645	-0.986	0.717	0.413	0.626	0.384	S100A12
chr19	49906825	49929764	22940	-	ENSG00000213024.13	NUP62	NUP62	0.0894	7.23	0.715	0.413	0.627	0.384	NUP62
chr19	39385629	39391154	5526	-	ENSG00000006712.15	PAF1	PAF1	0.0882	6.07	0.711	0.414	0.628	0.382	PAF1
chr5	34656328	34832612	176285	+	ENSG00000039560.14	RAI14	RAI14	-0.324	1.46	0.713	0.414	0.627	0.383	RAI14
chr16	2771414	2777289	5876	-	ENSG00000103363.16	ELOB	ELOB	-0.114	5.51	0.714	0.414	0.627	0.383	ELOB
chr19	48445841	48457022	11182	+	ENSG00000105447.13	GRWD1	GRWD1	0.125	5.15	0.713	0.414	0.627	0.383	GRWD1
chr7	157335381	157417439	82059	+	ENSG00000105993.15	DNAJB6	DNAJB6	0.0851	6.71	0.713	0.414	0.627	0.383	DNAJB6
chr3	105655461	105869552	214092	-	ENSG00000114423.23	CBLB	CBLB	-0.21	3.68	0.712	0.414	0.628	0.383	CBLB
chr2	68157888	68176238	18351	+	ENSG00000115946.8	PNO1	PNO1	0.119	4.09	0.713	0.414	0.627	0.383	PNO1
chr15	41828095	41848155	20061	+	ENSG00000168970.22	JMJD7-PLA2G4B	JMJD7-PLA2G4B	-0.294	2.91	0.712	0.414	0.628	0.383	JMJD7-PLA2G4B
chr9	16409503	16870843	461341	-	ENSG00000173068.19	BNC2	BNC2	-0.187	5.39	0.713	0.414	0.627	0.383	BNC2
chr1	44213455	44220681	7227	+	ENSG00000178028.14	DMAP1	DMAP1	-0.0867	4.52	0.712	0.414	0.628	0.383	DMAP1
chr3	44584888	44648471	63584	+	ENSG00000186448.15	ZNF197	ZNF197	0.12	5.02	0.712	0.414	0.628	0.383	ZNF197
chr12	56712305	56731628	19324	-	ENSG00000196531.14	NACA	NACA	0.0845	8.86	0.714	0.414	0.627	0.383	NACA
chr17	63682336	63741986	59651	-	ENSG00000266173.7	STRADA	STRADA	0.0808	5.96	0.712	0.414	0.628	0.383	STRADA
chr1	108970214	109042113	71900	-	ENSG00000085433.17	WDR47	WDR47	-0.0987	4.08	0.71	0.415	0.628	0.382	WDR47
chr12	109900264	109983841	83578	+	ENSG00000139437.18	TCHP	TCHP	0.101	4.76	0.709	0.415	0.628	0.382	TCHP
chr9	128255829	128276026	20198	-	ENSG00000167110.19	GOLGA2	GOLGA2	0.154	6.01	0.709	0.415	0.628	0.382	GOLGA2
chr5	90515611	90529584	13974	-	ENSG00000176018.13	LYSMD3	LYSMD3	0.0959	4.97	0.711	0.415	0.628	0.382	LYSMD3
chr19	54216278	54223506	7229	-	ENSG00000204577.12	LILRB3	LILRB3	-0.252	1.25	0.711	0.415	0.628	0.382	LILRB3
chr14	18967434	19003752	36319	+	ENSG00000222036.8	POTEM	POTEM	0.349	0.37	0.71	0.415	0.628	0.382	POTEM
chr19	36714383	36772825	58443	-	ENSG00000267041.6	ZNF850	ZNF850	-0.141	3.47	0.71	0.415	0.628	0.382	ZNF850
chr3	42705756	42804518	98763	-	ENSG00000280571.2	NA	NA	-0.315	0.735	0.711	0.415	0.628	0.382	ENSG00000280571.2
chrX	153785766	153794512	8747	-	ENSG00000067829.20	IDH3G	IDH3G	0.0739	5.99	0.708	0.416	0.628	0.381	IDH3G
chr3	47381011	47413435	32425	+	ENSG00000076201.16	PTPN23	PTPN23	-0.118	6.54	0.706	0.416	0.629	0.381	PTPN23
chr6	153004459	153131282	126824	-	ENSG00000091844.8	RGS17	RGS17	-0.526	-1.19	0.707	0.416	0.629	0.381	RGS17
chr15	65001512	65029639	28128	-	ENSG00000103707.10	MTFMT	MTFMT	0.0817	5	0.708	0.416	0.628	0.381	MTFMT
chr1	62454298	62688386	234089	-	ENSG00000116641.18	DOCK7	DOCK7	-0.0967	5.51	0.708	0.416	0.628	0.381	DOCK7
chr4	48135783	48269838	134056	-	ENSG00000135605.13	TEC	TEC	-0.253	2.67	0.706	0.416	0.629	0.381	TEC
chr14	24305187	24311430	6244	-	ENSG00000136305.12	CIDEB	CIDEB	0.614	-1.07	0.706	0.416	0.629	0.381	CIDEB
chr6	13266542	13328583	62042	-	ENSG00000145979.18	TBC1D7	TBC1D7	-0.11	3.38	0.708	0.416	0.628	0.381	TBC1D7
chr6	87513459	87590028	76570	-	ENSG00000146282.19	RARS2	RARS2	0.106	4.82	0.708	0.416	0.628	0.381	RARS2
chr15	75195643	75212169	16527	+	ENSG00000167173.19	C15orf39	C15orf39	0.193	5.4	0.708	0.416	0.628	0.381	C15orf39
chr16	2682523	2709030	26508	+	ENSG00000167977.9	KCTD5	KCTD5	-0.077	6.07	0.708	0.416	0.628	0.381	KCTD5
chr6	116100851	116249497	148647	+	ENSG00000178425.14	NT5DC1	NT5DC1	-0.124	5.11	0.706	0.416	0.629	0.381	NT5DC1
chr3	49268596	49277232	8637	-	ENSG00000188315.8	C3orf62	C3orf62	-0.188	4.55	0.708	0.416	0.628	0.381	C3orf62
chr16	22297375	22335101	37727	+	ENSG00000058600.16	POLR3E	POLR3E	-0.114	5.06	0.702	0.417	0.63	0.379	POLR3E
chr6	119177205	119349761	172557	-	ENSG00000111885.7	MAN1A1	MAN1A1	0.167	4.36	0.703	0.417	0.63	0.38	MAN1A1
chr18	48539031	48863217	324187	+	ENSG00000134030.14	CTIF	CTIF	-0.142	4.56	0.702	0.417	0.63	0.379	CTIF
chr9	126914774	127223166	308393	+	ENSG00000136828.19	RALGPS1	RALGPS1	-0.243	3.27	0.705	0.417	0.629	0.38	RALGPS1
chr1	153357854	153361023	3170	+	ENSG00000163220.11	S100A9	S100A9	0.248	5.48	0.703	0.417	0.63	0.38	S100A9
chr17	9910606	10198606	288001	-	ENSG00000007237.19	GAS7	GAS7	-0.134	7.07	0.701	0.418	0.631	0.379	GAS7
chr19	1815248	1848483	33236	-	ENSG00000079313.15	REXO1	REXO1	-0.101	5.54	0.7	0.418	0.631	0.379	REXO1
chr6	43076307	43161719	85413	+	ENSG00000112655.16	PTK7	PTK7	0.194	2.97	0.7	0.418	0.631	0.379	PTK7
chr1	94418389	94518666	100278	+	ENSG00000117528.14	ABCD3	ABCD3	0.12	4.66	0.701	0.418	0.631	0.379	ABCD3
chr6	41905354	41921139	15786	-	ENSG00000124641.16	MED20	MED20	0.144	3.77	0.702	0.418	0.63	0.379	MED20
chrX	71056332	71073426	17095	-	ENSG00000147164.12	SNX12	SNX12	-0.104	5.87	0.699	0.418	0.631	0.378	SNX12
chr17	4433940	4488208	54269	+	ENSG00000182557.8	SPNS3	SPNS3	0.401	3.04	0.699	0.418	0.631	0.378	SPNS3
chr2	62500218	62511894	11677	-	ENSG00000186889.10	TMEM17	TMEM17	-0.301	-0.241	0.7	0.418	0.631	0.379	TMEM17
chr9	100099243	100302175	202933	+	ENSG00000119509.13	INVS	INVS	0.0847	4.51	0.697	0.419	0.632	0.378	INVS
chrX	23701055	23766475	65421	-	ENSG00000123130.17	ACOT9	ACOT9	0.0904	5.53	0.697	0.419	0.632	0.378	ACOT9
chr20	32192504	32207743	15240	-	ENSG00000126003.7	PLAGL2	PLAGL2	0.0869	6.58	0.699	0.419	0.631	0.378	PLAGL2
chr10	89205629	89207317	1689	-	ENSG00000138135.7	CH25H	CH25H	0.299	2.89	0.696	0.419	0.632	0.377	CH25H
chr12	51328442	51346679	18238	-	ENSG00000139610.2	CELA1	CELA1	-0.336	0.604	0.697	0.419	0.632	0.378	CELA1
chr3	39383370	39397351	13982	+	ENSG00000144659.13	SLC25A38	SLC25A38	-0.0841	4.94	0.698	0.419	0.632	0.378	SLC25A38
chr12	32106835	32383633	276799	+	ENSG00000151746.15	BICD1	BICD1	-0.107	5.67	0.696	0.419	0.632	0.377	BICD1
chr3	185582496	185633551	51056	+	ENSG00000163904.13	SENP2	SENP2	0.103	5.72	0.698	0.419	0.632	0.378	SENP2
chr15	72114258	72143692	29435	+	ENSG00000166192.15	SENP8	SENP8	0.113	3.06	0.699	0.419	0.631	0.378	SENP8
chr15	88459501	88546585	87085	-	ENSG00000173867.10	DET1	DET1	0.764	0.135	0.698	0.419	0.632	0.378	DET1
chrX	101349338	101390796	41459	-	ENSG00000010671.18	BTK	BTK	0.0805	7.22	0.693	0.42	0.633	0.376	BTK
chrX	48973720	49002265	28546	-	ENSG00000068400.14	GRIPAP1	GRIPAP1	0.0868	6.65	0.693	0.42	0.633	0.376	GRIPAP1
chr12	4269771	4305353	35583	+	ENSG00000118971.9	CCND2	CCND2	-0.227	2.07	0.695	0.42	0.633	0.377	CCND2
chr10	99396870	99430624	33755	-	ENSG00000120053.12	GOT1	GOT1	0.09	5.05	0.694	0.42	0.633	0.377	GOT1
chr14	35045117	35116630	71514	+	ENSG00000151327.14	FAM177A1	FAM177A1	-0.129	3.93	0.693	0.42	0.633	0.376	FAM177A1
chr11	6606294	6612539	6246	-	ENSG00000166337.11	TAF10	TAF10	0.0915	5.39	0.695	0.42	0.632	0.377	TAF10
chr11	103109410	103479863	370454	+	ENSG00000187240.17	DYNC2H1	DYNC2H1	0.21	2.67	0.694	0.42	0.633	0.377	DYNC2H1
chr22	26491225	26512505	21281	-	ENSG00000100109.17	TFIP11	TFIP11	-0.0956	5.57	0.69	0.421	0.634	0.375	TFIP11
chr4	189940870	189963202	22333	+	ENSG00000109536.12	FRG1	FRG1	0.089	5.4	0.691	0.421	0.634	0.376	FRG1
chr19	11551147	11559230	8084	-	ENSG00000130165.11	ELOF1	ELOF1	-0.0892	5.09	0.692	0.421	0.633	0.376	ELOF1
chr4	6909242	7033118	123877	+	ENSG00000132405.19	TBC1D14	TBC1D14	-0.0917	6.8	0.693	0.421	0.633	0.376	TBC1D14
chr1	168079542	168137667	58126	-	ENSG00000143147.15	GPR161	GPR161	-0.325	0.494	0.691	0.421	0.634	0.376	GPR161
