seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr17	54951902	54968703	16802	-	ENSG00000166260.13	COX11	COX11	-0.213	3.87	2.24	0.159	0.327	0.799	COX11
chr10	97435909	97446017	10109	-	ENSG00000171311.13	EXOSC1	EXOSC1	-0.226	3.85	2.23	0.159	0.328	0.798	EXOSC1
chr11	36483769	36510272	26504	-	ENSG00000175104.15	TRAF6	TRAF6	0.146	5.2	2.24	0.159	0.327	0.799	TRAF6
chr15	90929968	90935196	5229	-	ENSG00000184508.12	HDDC3	HDDC3	-0.385	3.03	2.24	0.159	0.327	0.799	HDDC3
chr12	132986365	133032952	46588	+	ENSG00000198393.8	ZNF26	ZNF26	-0.26	4.79	2.24	0.159	0.327	0.8	ZNF26
chr16	57610652	57665580	54929	+	ENSG00000205336.14	ADGRG1	ADGRG1	0.774	6.57	2.23	0.159	0.328	0.798	ADGRG1
chr11	2944431	2992377	47947	-	ENSG00000205531.14	NAP1L4	NAP1L4	0.179	6.19	2.24	0.159	0.327	0.799	NAP1L4
chrX	135020513	135022542	2030	-	ENSG00000212747.5	RTL8B	RTL8B	-0.247	2.57	2.24	0.159	0.327	0.799	RTL8B
chr3	50296402	50299416	3015	-	ENSG00000243477.6	NAA80	NAA80	0.264	3.55	2.24	0.159	0.327	0.799	NAA80
chr5	135444214	135447348	3135	-	ENSG00000251380.3	DCANP1	DCANP1	-1.35	2.17	2.23	0.159	0.328	0.798	DCANP1
chr1	143955287	143971986	16700	-	ENSG00000263513.6	FAM72C	FAM72C	1.11	1.66	2.23	0.159	0.328	0.797	FAM72C
chr2	130356045	130375405	19361	+	ENSG00000072135.13	PTPN18	PTPN18	0.134	7.75	2.23	0.16	0.328	0.797	PTPN18
chr2	200810594	200827338	16745	+	ENSG00000082153.18	BZW1	BZW1	0.198	7.31	2.22	0.16	0.328	0.795	BZW1
chr9	120932987	121075195	142209	-	ENSG00000106804.10	C5	C5	0.336	3.12	2.22	0.16	0.328	0.796	C5
chr6	81491439	81752774	261336	-	ENSG00000112773.16	TENT5A	TENT5A	-0.638	5.22	2.22	0.16	0.328	0.796	TENT5A
chr1	37681570	37692249	10680	-	ENSG00000116922.15	C1orf109	C1orf109	-0.238	3.76	2.23	0.16	0.328	0.796	C1orf109
chr2	169528508	169573875	45368	-	ENSG00000138399.18	FASTKD1	FASTKD1	0.232	5.37	2.22	0.16	0.329	0.795	FASTKD1
chr13	110712736	110723339	10604	+	ENSG00000153487.13	ING1	ING1	-0.235	3.58	2.23	0.16	0.328	0.796	ING1
chr15	59132434	59372871	240438	-	ENSG00000157483.9	MYO1E	MYO1E	-0.476	6.19	2.23	0.16	0.328	0.796	MYO1E
chr10	75210154	75231448	21295	+	ENSG00000165637.14	VDAC2	VDAC2	-0.148	6.33	2.22	0.16	0.328	0.796	VDAC2
chr11	799179	809753	10575	-	ENSG00000177595.19	PIDD1	PIDD1	-0.239	4.05	2.22	0.16	0.329	0.795	PIDD1
chr18	75195113	75209139	14027	-	ENSG00000180011.7	ZADH2	ZADH2	-0.298	4.84	2.23	0.16	0.328	0.796	ZADH2
chr9	124777133	124814885	37753	+	ENSG00000185585.20	OLFML2A	OLFML2A	0.472	0.709	2.23	0.16	0.328	0.797	OLFML2A
chr1	207321519	207386804	65286	+	ENSG00000196352.18	CD55	CD55	0.231	3.59	2.23	0.16	0.328	0.797	CD55
chr19	57535257	57559863	24607	-	ENSG00000251369.10	ZNF550	ZNF550	-0.311	3.37	2.23	0.16	0.328	0.796	ZNF550
chr5	154941073	154969411	28339	+	ENSG00000082515.18	MRPL22	MRPL22	0.23	3.37	2.21	0.161	0.33	0.792	MRPL22
chr16	50742050	50801935	59886	+	ENSG00000083799.18	CYLD	CYLD	0.163	7.11	2.22	0.161	0.329	0.794	CYLD
chr8	143553207	143563062	9856	+	ENSG00000104518.11	GSDMD	GSDMD	-0.221	5.37	2.21	0.161	0.329	0.793	GSDMD
chr9	128191655	128255248	63594	+	ENSG00000106976.22	DNM1	DNM1	-0.322	1.64	2.22	0.161	0.329	0.794	DNM1
chr11	90200429	90223077	22649	-	ENSG00000110172.12	CHORDC1	CHORDC1	0.238	5.7	2.21	0.161	0.33	0.793	CHORDC1
chr9	36336396	36487548	151153	-	ENSG00000137075.18	RNF38	RNF38	0.319	5.97	2.21	0.161	0.33	0.792	RNF38
chr11	78435620	78575194	139575	-	ENSG00000137513.11	NARS2	NARS2	0.198	3.99	2.22	0.161	0.329	0.794	NARS2
chr17	54899387	54961956	62570	+	ENSG00000141198.16	TOM1L1	TOM1L1	-0.207	3.52	2.22	0.161	0.329	0.794	TOM1L1
chr3	69084937	69106092	21156	+	ENSG00000144746.7	ARL6IP5	ARL6IP5	-0.132	7.71	2.21	0.161	0.33	0.793	ARL6IP5
chrX	49053572	49069857	16286	+	ENSG00000147144.13	CCDC120	CCDC120	-0.245	3	2.21	0.161	0.33	0.792	CCDC120
chr7	91264433	91271326	6894	+	ENSG00000157240.4	FZD1	FZD1	-0.601	3.11	2.21	0.161	0.329	0.793	FZD1
chr19	11483427	11505839	22413	-	ENSG00000161914.10	ZNF653	ZNF653	0.65	1.76	2.22	0.161	0.329	0.793	ZNF653
chr1	3487951	3611508	123558	-	ENSG00000162591.17	MEGF6	MEGF6	0.719	1.19	2.21	0.161	0.33	0.793	MEGF6
chr3	57197838	57227606	29769	-	ENSG00000163666.10	HESX1	HESX1	0.631	0.123	2.21	0.161	0.33	0.793	HESX1
chr17	18244815	18258738	13924	-	ENSG00000177731.16	FLII	FLII	-0.151	8.16	2.21	0.161	0.33	0.793	FLII
chr17	32007383	32053504	46122	+	ENSG00000185158.13	LRRC37B	LRRC37B	0.336	4.44	2.21	0.161	0.33	0.792	LRRC37B
chr21	45263928	45287898	23971	-	ENSG00000186866.17	POFUT2	POFUT2	-0.167	4.3	2.21	0.161	0.33	0.793	POFUT2
chr6	116249964	116254075	4112	-	ENSG00000187189.11	TSPYL4	TSPYL4	0.174	3.63	2.22	0.161	0.329	0.794	TSPYL4
chr6	34587288	34696859	109572	-	ENSG00000196821.10	ILRUN	ILRUN	-0.137	6.83	2.21	0.161	0.33	0.793	ILRUN
chr3	9792495	9807101	14607	+	ENSG00000241553.13	ARPC4	ARPC4	-0.193	8	2.22	0.161	0.329	0.794	ARPC4
chr1	143894544	143905977	11434	-	ENSG00000273213.4	H3-2	H3-2	-0.468	1.03	2.22	0.161	0.329	0.794	H3-2
chr5	154038959	154220478	181520	+	ENSG00000037749.13	MFAP3	MFAP3	-0.217	5.32	2.21	0.162	0.33	0.791	MFAP3
chr12	12611827	12645108	33282	+	ENSG00000111269.3	CREBL2	CREBL2	-0.187	7.25	2.2	0.162	0.331	0.789	CREBL2
chr6	136822564	136913934	91371	+	ENSG00000112357.14	PEX7	PEX7	0.273	2.44	2.2	0.162	0.33	0.791	PEX7
chrX	13689128	13710504	21377	+	ENSG00000123595.8	RAB9A	RAB9A	-0.373	4.69	2.2	0.162	0.33	0.791	RAB9A
chr9	92613183	92670131	56949	-	ENSG00000127080.10	IPPK	IPPK	-0.288	3.46	2.21	0.162	0.33	0.792	IPPK
chr2	9488486	9556732	68247	-	ENSG00000151694.15	ADAM17	ADAM17	0.16	6.84	2.2	0.162	0.33	0.791	ADAM17
chr1	156009048	156020951	11904	-	ENSG00000163479.14	SSR2	SSR2	-0.194	7.09	2.21	0.162	0.33	0.791	SSR2
chr16	70346861	70373383	26523	+	ENSG00000168872.17	DDX19A	DDX19A	0.314	5.71	2.2	0.162	0.331	0.789	DDX19A
chr1	201464278	201469237	4960	-	ENSG00000174307.7	PHLDA3	PHLDA3	-0.627	2.26	2.2	0.162	0.33	0.791	PHLDA3
chr10	124984317	125161170	176854	-	ENSG00000175029.17	CTBP2	CTBP2	0.262	5.84	2.2	0.162	0.33	0.791	CTBP2
chr11	5999445	6006946	7502	-	ENSG00000183389.5	OR56A4	OR56A4	0.55	0.29	2.2	0.162	0.33	0.791	OR56A4
chr10	100188300	100229596	41297	-	ENSG00000213341.11	CHUK	CHUK	0.185	5.14	2.2	0.162	0.331	0.79	CHUK
chr14	70366499	70417090	50592	-	ENSG00000213463.5	SYNJ2BP	SYNJ2BP	0.163	6.04	2.2	0.162	0.331	0.79	SYNJ2BP
chr22	41301525	41360147	58623	+	ENSG00000100403.12	ZC3H7B	ZC3H7B	-0.159	7.03	2.19	0.163	0.332	0.788	ZC3H7B
chr16	68843531	69085182	241652	+	ENSG00000103047.8	TANGO6	TANGO6	-0.31	4	2.19	0.163	0.332	0.788	TANGO6
chr8	26383054	26505636	122583	+	ENSG00000104765.16	BNIP3L	BNIP3L	0.13	6.74	2.19	0.163	0.332	0.788	BNIP3L
chr5	6713432	6757044	43613	+	ENSG00000112941.14	TENT4A	TENT4A	0.145	5.01	2.19	0.163	0.332	0.788	TENT4A
chr16	72112157	72176878	64722	-	ENSG00000118557.16	PMFBP1	PMFBP1	0.398	1.22	2.19	0.163	0.332	0.788	PMFBP1
chr1	226631690	226739323	107634	-	ENSG00000143772.11	ITPKB	ITPKB	-0.196	5.99	2.19	0.163	0.332	0.788	ITPKB
chr11	3797724	3826371	28648	+	ENSG00000148985.20	PGAP2	PGAP2	0.277	3.54	2.19	0.163	0.332	0.788	PGAP2
chr1	58415384	58546802	131419	-	ENSG00000162600.12	OMA1	OMA1	0.394	3.82	2.19	0.163	0.332	0.788	OMA1
chr17	1646145	1649866	3722	-	ENSG00000167705.12	RILP	RILP	-0.209	3.25	2.19	0.163	0.333	0.787	RILP
chr17	45160700	45170040	9341	+	ENSG00000168517.11	HEXIM2	HEXIM2	-0.319	2.72	2.2	0.163	0.332	0.789	HEXIM2
chr15	84600986	84627796	26811	+	ENSG00000176371.14	ZSCAN2	ZSCAN2	-0.245	3.88	2.2	0.163	0.332	0.789	ZSCAN2
chr19	51689128	51712387	23260	+	ENSG00000182310.15	SPACA6	SPACA6	-0.802	-1.05	2.2	0.163	0.331	0.789	SPACA6
chr17	45221444	45247319	25876	+	ENSG00000184922.15	FMNL1	FMNL1	0.19	7.56	2.19	0.163	0.332	0.787	FMNL1
chr6	34279679	34392669	112991	-	ENSG00000272325.2	NUDT3	NUDT3	0.317	8.97	2.19	0.163	0.332	0.788	NUDT3
chr14	99684298	99727301	43004	+	ENSG00000036530.9	CYP46A1	CYP46A1	-0.475	2.13	2.18	0.164	0.334	0.784	CYP46A1
chr1	203795623	203854999	59377	+	ENSG00000058673.17	ZC3H11A	ZC3H11A	0.164	7.6	2.18	0.164	0.334	0.785	ZC3H11A
chr19	47608196	47703277	95082	+	ENSG00000063169.12	BICRA	BICRA	-0.194	4.36	2.18	0.164	0.333	0.786	BICRA
chr2	98619106	98731132	112027	-	ENSG00000071073.13	MGAT4A	MGAT4A	0.203	8.09	2.18	0.164	0.334	0.785	MGAT4A
chr14	67294371	67360265	65895	-	ENSG00000100554.12	ATP6V1D	ATP6V1D	-0.363	5.4	2.18	0.164	0.334	0.784	ATP6V1D
chr2	205993721	206086303	92583	-	ENSG00000114933.16	INO80D	INO80D	0.25	5.28	2.18	0.164	0.334	0.785	INO80D
chr1	184387029	184629019	241991	+	ENSG00000116667.15	C1orf21	C1orf21	0.442	0.354	2.18	0.164	0.334	0.784	C1orf21
chr1	150268200	150280916	12717	+	ENSG00000118292.9	C1orf54	C1orf54	-0.315	2.89	2.18	0.164	0.333	0.786	C1orf54
chr2	233917373	234019522	102150	+	ENSG00000144481.17	TRPM8	TRPM8	-0.948	2.55	2.18	0.164	0.333	0.785	TRPM8
chr5	150894392	150904983	10592	-	ENSG00000145908.13	ZNF300	ZNF300	0.283	1.86	2.18	0.164	0.334	0.784	ZNF300
chr6	39329990	39725408	395419	-	ENSG00000164627.18	KIF6	KIF6	0.528	-0.0326	2.18	0.164	0.334	0.784	KIF6
chr4	26163455	26435131	271677	+	ENSG00000168214.22	RBPJ	RBPJ	0.272	7.01	2.18	0.164	0.333	0.786	RBPJ
chr11	105995623	106022403	26781	-	ENSG00000170903.12	MSANTD4	MSANTD4	0.156	4.94	2.18	0.164	0.334	0.784	MSANTD4
chr22	50245450	50261716	16267	-	ENSG00000188130.14	MAPK12	MAPK12	-0.583	1.4	2.18	0.164	0.333	0.785	MAPK12
chr19	11887782	11914329	26548	+	ENSG00000198429.10	ZNF69	ZNF69	-0.256	2.77	2.18	0.164	0.334	0.784	ZNF69
chr19	23762944	23871162	108219	+	ENSG00000288920.1	NA	NA	0.356	3.86	2.18	0.164	0.333	0.786	ENSG00000288920.1
chr10	10798397	11336675	538279	+	ENSG00000048740.19	CELF2	CELF2	0.151	7.8	2.17	0.165	0.335	0.782	CELF2
chr12	94567122	94650557	83436	-	ENSG00000057704.13	TMCC3	TMCC3	0.367	5.56	2.16	0.165	0.335	0.781	TMCC3
chr12	12116025	12267044	151020	-	ENSG00000070018.9	LRP6	LRP6	0.189	5.09	2.17	0.165	0.335	0.782	LRP6
chr8	115408496	115809673	401178	-	ENSG00000104447.13	TRPS1	TRPS1	-0.266	5.3	2.17	0.165	0.334	0.783	TRPS1
chr7	143288215	143307696	19482	+	ENSG00000106144.20	CASP2	CASP2	0.25	5.3	2.17	0.165	0.334	0.783	CASP2
chr5	32124716	32174319	49604	-	ENSG00000113384.14	GOLPH3	GOLPH3	0.175	6.48	2.16	0.165	0.335	0.781	GOLPH3
chr17	56978129	57006768	28640	+	ENSG00000121064.13	SCPEP1	SCPEP1	-0.325	8.34	2.16	0.165	0.335	0.781	SCPEP1
chr11	64318121	64321811	3691	+	ENSG00000126432.14	PRDX5	PRDX5	-0.169	6.81	2.17	0.165	0.334	0.784	PRDX5
chr9	135932969	135961373	28405	-	ENSG00000130560.9	UBAC1	UBAC1	-0.121	5.65	2.17	0.165	0.334	0.783	UBAC1
chr16	22345936	22437165	91230	-	ENSG00000140743.8	CDR2	CDR2	-0.365	4.17	2.17	0.165	0.335	0.783	CDR2
chr2	86720291	86778041	57751	+	ENSG00000153561.13	RMND5A	RMND5A	0.246	6.63	2.17	0.165	0.335	0.782	RMND5A
chr19	52397849	52418412	20564	+	ENSG00000167555.14	ZNF528	ZNF528	0.487	1.31	2.16	0.165	0.335	0.781	ZNF528
chr22	17084954	17115693	30740	+	ENSG00000177663.15	IL17RA	IL17RA	0.36	9.07	2.17	0.165	0.335	0.783	IL17RA
chr4	6640091	6642729	2639	+	ENSG00000179010.16	MRFAP1	MRFAP1	-0.132	7.5	2.17	0.165	0.335	0.782	MRFAP1
chr14	104724229	104747325	23097	+	ENSG00000185100.11	ADSS1	ADSS1	-0.491	1.69	2.17	0.165	0.335	0.782	ADSS1
chr19	48637946	48646187	8242	-	ENSG00000063180.9	CA11	CA11	-0.175	3.87	2.16	0.166	0.335	0.781	CA11
chr17	2384073	2401104	17032	-	ENSG00000070444.15	MNT	MNT	-0.195	5.5	2.16	0.166	0.336	0.781	MNT
chr1	178725165	178921842	196678	+	ENSG00000116191.19	RALGPS2	RALGPS2	0.471	2.83	2.16	0.166	0.336	0.779	RALGPS2
chr8	144428775	144444440	15666	-	ENSG00000160949.18	TONSL	TONSL	0.368	3.77	2.16	0.166	0.336	0.779	TONSL
chr4	184627696	184650062	22367	-	ENSG00000164305.20	CASP3	CASP3	0.154	5.2	2.16	0.166	0.336	0.779	CASP3
chr15	82988441	83011641	23201	-	ENSG00000169609.14	C15orf40	C15orf40	-0.431	5.43	2.16	0.166	0.336	0.781	C15orf40
chr6	31615217	31617021	1805	+	ENSG00000204472.13	AIF1	AIF1	0.151	8.6	2.15	0.166	0.337	0.779	AIF1
chr7	100169606	100177381	7776	-	ENSG00000213420.8	GPC2	GPC2	-0.463	1.96	2.16	0.166	0.335	0.781	GPC2
chr7	75842602	75888926	46325	+	ENSG00000005486.17	RHBDD2	RHBDD2	-0.176	5.22	2.15	0.167	0.338	0.777	RHBDD2
chr17	50094737	50112152	17416	+	ENSG00000005882.12	PDK2	PDK2	0.181	4.91	2.15	0.167	0.337	0.778	PDK2
chr12	1688574	1788674	100101	+	ENSG00000006831.10	ADIPOR2	ADIPOR2	0.275	7.16	2.15	0.167	0.337	0.778	ADIPOR2
chr5	56815549	56896152	80604	+	ENSG00000095015.6	MAP3K1	MAP3K1	0.23	6.72	2.15	0.167	0.337	0.777	MAP3K1
chr17	44849948	44899445	49498	-	ENSG00000108883.13	EFTUD2	EFTUD2	0.134	7.48	2.15	0.167	0.337	0.777	EFTUD2
chr14	74056847	74084492	27646	-	ENSG00000119711.13	ALDH6A1	ALDH6A1	-0.15	5.56	2.14	0.167	0.338	0.776	ALDH6A1
chr13	41061509	41084006	22498	+	ENSG00000120688.9	WBP4	WBP4	0.22	4.16	2.15	0.167	0.337	0.778	WBP4
chr4	74365145	74388749	23605	+	ENSG00000124882.4	EREG	EREG	0.736	-0.369	2.15	0.167	0.337	0.777	EREG
chr16	67723070	67806560	83491	-	ENSG00000141084.12	RANBP10	RANBP10	-0.187	4.86	2.15	0.167	0.337	0.777	RANBP10
chr2	44361947	44772592	410646	+	ENSG00000143919.15	CAMKMT	CAMKMT	0.305	2.17	2.14	0.167	0.338	0.776	CAMKMT
chr9	4709556	4742043	32488	-	ENSG00000147853.17	AK3	AK3	0.175	5.67	2.15	0.167	0.337	0.778	AK3
chrX	155197007	155239841	42835	+	ENSG00000155959.12	VBP1	VBP1	0.212	4.62	2.15	0.167	0.337	0.778	VBP1
chr2	74135400	74147912	12513	-	ENSG00000163170.12	BOLA3	BOLA3	0.242	2.34	2.14	0.167	0.338	0.777	BOLA3
chr7	73834590	73842516	7927	-	ENSG00000165171.11	METTL27	METTL27	-1.26	-1.26	2.14	0.167	0.338	0.776	METTL27
chr11	7970251	8001862	31612	+	ENSG00000175390.15	EIF3F	EIF3F	0.163	7.56	2.15	0.167	0.337	0.778	EIF3F
chr1	27392622	27395814	3193	+	ENSG00000181773.7	GPR3	GPR3	0.833	-0.138	2.14	0.167	0.338	0.776	GPR3
chr5	151314972	151347590	32619	-	ENSG00000186335.9	SLC36A2	SLC36A2	0.431	1.02	2.15	0.167	0.337	0.779	SLC36A2
chr16	81779279	81962685	183407	+	ENSG00000197943.12	PLCG2	PLCG2	0.188	7.9	2.15	0.167	0.337	0.778	PLCG2
chr19	9560329	9584504	24176	-	ENSG00000197961.12	ZNF121	ZNF121	-0.408	5.11	2.15	0.167	0.337	0.778	ZNF121
chr18	49481681	49492479	10799	-	ENSG00000215472.10	RPL17-C18orf32	RPL17-C18orf32	0.475	4.96	2.14	0.167	0.338	0.776	RPL17-C18orf32
chr19	42507304	42561234	53931	-	ENSG00000079385.23	CEACAM1	CEACAM1	0.507	0.814	2.14	0.168	0.338	0.775	CEACAM1
chr10	67884656	67918390	33735	+	ENSG00000096717.12	SIRT1	SIRT1	0.169	5.5	2.13	0.168	0.339	0.774	SIRT1
chr14	67647085	67674820	27736	-	ENSG00000100568.11	VTI1B	VTI1B	-0.239	6.57	2.14	0.168	0.338	0.776	VTI1B
chr10	102503972	102633535	129564	+	ENSG00000107882.12	SUFU	SUFU	-0.181	5.99	2.14	0.168	0.338	0.775	SUFU
chr17	10628526	10657309	28784	-	ENSG00000109063.15	MYH3	MYH3	0.276	2.02	2.13	0.168	0.339	0.774	MYH3
chr6	36493892	36547479	53588	-	ENSG00000112079.9	STK38	STK38	0.213	5.71	2.13	0.168	0.339	0.774	STK38
chr6	36854827	36874803	19977	-	ENSG00000137168.8	PPIL1	PPIL1	0.195	4.42	2.14	0.168	0.338	0.776	PPIL1
chr3	47495640	47513712	18073	-	ENSG00000163832.16	ELP6	ELP6	-0.23	4.21	2.14	0.168	0.338	0.776	ELP6
chr22	18110100	18146683	36584	+	ENSG00000183785.16	TUBA8	TUBA8	-0.446	0.68	2.13	0.168	0.339	0.774	TUBA8
chr16	74376306	74392115	15810	+	ENSG00000196436.9	NPIPB15	NPIPB15	-0.276	3.66	2.13	0.168	0.339	0.774	NPIPB15
chr6	31494881	31511124	16244	+	ENSG00000204516.10	MICB	MICB	0.223	5.35	2.13	0.168	0.339	0.773	MICB
chr17	47117703	47189422	71720	-	ENSG00000004897.12	CDC27	CDC27	0.166	6.16	2.12	0.169	0.34	0.772	CDC27
chr13	108251240	108308484	57245	+	ENSG00000102524.12	TNFSF13B	TNFSF13B	0.231	3.59	2.12	0.169	0.34	0.772	TNFSF13B
chr17	68267026	68291267	24242	-	ENSG00000108932.13	SLC16A6	SLC16A6	-0.46	3.21	2.12	0.169	0.34	0.772	SLC16A6
chr6	26457904	26476621	18718	+	ENSG00000112763.17	BTN2A1	BTN2A1	-0.141	5.53	2.13	0.169	0.34	0.773	BTN2A1
chr19	8490056	8502640	12585	-	ENSG00000133246.12	PRAM1	PRAM1	0.202	8.1	2.12	0.169	0.34	0.772	PRAM1
chr15	84817356	84873479	56124	+	ENSG00000136383.7	ALPK3	ALPK3	0.189	5.22	2.13	0.169	0.34	0.773	ALPK3
chr2	218672069	218702716	30648	+	ENSG00000163482.12	STK36	STK36	-0.191	5.46	2.12	0.169	0.34	0.772	STK36
chr9	15422734	15465953	43220	+	ENSG00000164975.16	SNAPC3	SNAPC3	-0.238	4.38	2.13	0.169	0.34	0.772	SNAPC3
chr1	209614870	209652425	37556	-	ENSG00000196878.15	LAMB3	LAMB3	-0.64	-0.743	2.12	0.169	0.34	0.771	LAMB3
chr9	101569352	101738647	169296	-	ENSG00000198785.7	GRIN3A	GRIN3A	-0.618	1.07	2.12	0.169	0.341	0.771	GRIN3A
chr11	58579172	58624639	45468	+	ENSG00000255073.8	NA	NA	1.4	0.337	2.12	0.169	0.341	0.771	ENSG00000255073.8
chr2	70295976	70302067	6092	-	ENSG00000035141.9	FAM136A	FAM136A	0.179	5.47	2.12	0.17	0.341	0.77	FAM136A
chr2	69829660	69881384	51725	+	ENSG00000087338.5	GMCL1	GMCL1	0.269	4.89	2.11	0.17	0.342	0.769	GMCL1
chr2	32224453	32265732	41280	-	ENSG00000091106.19	NLRC4	NLRC4	0.348	5.31	2.11	0.17	0.342	0.769	NLRC4
chr5	178602664	178630615	27952	-	ENSG00000113240.14	CLK4	CLK4	-0.21	4.89	2.12	0.17	0.341	0.771	CLK4
chr4	15604381	15681679	77299	-	ENSG00000118564.15	FBXL5	FBXL5	0.155	6.1	2.11	0.17	0.342	0.769	FBXL5
chr15	75195643	75212169	16527	+	ENSG00000167173.19	C15orf39	C15orf39	0.332	5.4	2.11	0.17	0.342	0.769	C15orf39
chr8	143723933	143738234	14302	-	ENSG00000180921.7	FAM83H	FAM83H	-0.225	3.88	2.12	0.17	0.342	0.77	FAM83H
chr16	58515479	58523842	8364	+	ENSG00000103037.12	SETD6	SETD6	0.175	4.06	2.1	0.171	0.343	0.766	SETD6
chr9	99222064	99230615	8552	+	ENSG00000106803.10	SEC61B	SEC61B	-0.203	5.47	2.11	0.171	0.343	0.768	SEC61B
chr10	35247025	35572669	325645	+	ENSG00000108100.18	CCNY	CCNY	-0.127	6.24	2.1	0.171	0.343	0.767	CCNY
chr14	75002921	75012366	9446	+	ENSG00000119718.11	EIF2B2	EIF2B2	-0.185	4.47	2.11	0.171	0.343	0.768	EIF2B2
chr20	46060991	46089962	28972	-	ENSG00000124160.12	NCOA5	NCOA5	-0.128	6.07	2.11	0.171	0.342	0.768	NCOA5
chr1	1311585	1324687	13103	-	ENSG00000127054.22	INTS11	INTS11	-0.19	5.82	2.1	0.171	0.343	0.767	INTS11
chr9	121567057	121785530	218474	+	ENSG00000136848.19	DAB2IP	DAB2IP	-0.739	2.9	2.1	0.171	0.343	0.766	DAB2IP
chr9	34989641	34998900	9260	+	ENSG00000137094.16	DNAJB5	DNAJB5	-0.33	3.66	2.11	0.171	0.343	0.768	DNAJB5
chr1	9035106	9088478	53373	-	ENSG00000142583.18	SLC2A5	SLC2A5	0.831	6.62	2.1	0.171	0.343	0.767	SLC2A5
chr1	222557902	222589933	32032	-	ENSG00000143498.18	TAF1A	TAF1A	0.235	2.59	2.1	0.171	0.343	0.767	TAF1A
chr1	225777813	225790468	12656	+	ENSG00000143742.14	SRP9	SRP9	0.165	6.46	2.1	0.171	0.343	0.766	SRP9
chr11	112143253	112164096	20844	-	ENSG00000150782.12	IL18	IL18	-0.429	4.77	2.1	0.171	0.343	0.767	IL18
chr9	101533853	101563344	29492	+	ENSG00000155827.12	RNF20	RNF20	0.244	6.19	2.1	0.171	0.343	0.766	RNF20
chr12	57591174	57603418	12245	+	ENSG00000166908.18	PIP4K2C	PIP4K2C	-0.351	5.24	2.1	0.171	0.343	0.766	PIP4K2C
chr16	88803789	88809258	5470	+	ENSG00000167513.9	CDT1	CDT1	0.656	3.28	2.1	0.171	0.343	0.767	CDT1
chr13	108207439	108218368	10930	-	ENSG00000174405.15	LIG4	LIG4	0.217	5.16	2.1	0.171	0.343	0.767	LIG4
chr1	117863485	117929621	66137	-	ENSG00000196505.11	GDAP2	GDAP2	0.173	4.88	2.1	0.171	0.343	0.766	GDAP2
chr1	171817887	172418466	600580	+	ENSG00000197959.15	DNM3	DNM3	0.792	0.0696	2.1	0.171	0.343	0.767	DNM3
chr10	124461823	124617888	156066	+	ENSG00000107902.14	LHPP	LHPP	-0.261	3.68	2.09	0.172	0.345	0.764	LHPP
chr12	49568218	49644666	76449	+	ENSG00000110844.14	PRPF40B	PRPF40B	-0.393	1.92	2.1	0.172	0.344	0.766	PRPF40B
chr20	23362182	23373062	10881	+	ENSG00000125812.16	GZF1	GZF1	-0.175	5.11	2.09	0.172	0.344	0.765	GZF1
chr8	58552924	58582859	29936	+	ENSG00000137575.12	SDCBP	SDCBP	-0.226	8.68	2.09	0.172	0.345	0.764	SDCBP
chr11	116748170	116772987	24818	-	ENSG00000137656.12	BUD13	BUD13	0.144	4.81	2.1	0.172	0.344	0.766	BUD13
chr2	65227788	65271253	43466	+	ENSG00000138071.15	ACTR2	ACTR2	0.148	9.87	2.09	0.172	0.345	0.764	ACTR2
chrX	152826994	152830757	3764	-	ENSG00000147400.10	CETN2	CETN2	0.236	3.5	2.1	0.172	0.344	0.765	CETN2
chr2	175176258	175181710	5453	-	ENSG00000154518.10	ATP5MC3	ATP5MC3	-0.162	6.75	2.09	0.172	0.345	0.764	ATP5MC3
chr1	25800193	25818221	18029	+	ENSG00000162430.18	SELENON	SELENON	-0.164	7.08	2.09	0.172	0.345	0.764	SELENON
chrX	23983716	24027186	43471	-	ENSG00000174010.10	KLHL15	KLHL15	0.212	4.46	2.09	0.172	0.345	0.764	KLHL15
chr17	8039034	8049134	10101	+	ENSG00000179593.16	ALOX15B	ALOX15B	-0.599	2.21	2.09	0.172	0.345	0.764	ALOX15B
chr20	63708864	63739103	30240	+	ENSG00000273154.3	NA	NA	-0.313	2.14	2.1	0.172	0.344	0.765	ENSG00000273154.3
chr3	132317369	132368302	50934	+	ENSG00000014257.17	ACP3	ACP3	0.245	5.01	2.08	0.173	0.346	0.761	ACP3
chr7	81699010	81770438	71429	-	ENSG00000019991.18	HGF	HGF	-1	0.845	2.09	0.173	0.345	0.763	HGF
chr2	85394753	85418432	23680	-	ENSG00000042493.16	CAPG	CAPG	-0.285	9.67	2.08	0.173	0.345	0.762	CAPG
chr7	18086949	19002416	915468	+	ENSG00000048052.25	HDAC9	HDAC9	0.273	5.18	2.09	0.173	0.345	0.763	HDAC9
chr6	42206807	42217861	11055	-	ENSG00000048544.6	MRPS10	MRPS10	0.151	5.09	2.08	0.173	0.345	0.762	MRPS10
chr3	171600404	171810950	210547	-	ENSG00000075651.17	PLD1	PLD1	-0.427	4.38	2.08	0.173	0.345	0.762	PLD1
chr3	112596797	112649530	52734	-	ENSG00000091986.16	CCDC80	CCDC80	0.652	-0.457	2.09	0.173	0.345	0.763	CCDC80
