seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr17	40624962	40648654	23693	-	ENSG00000073584.20	SMARCE1	SMARCE1	0.203	6.49	2.25	0.158	0.395	0.801	SMARCE1
chr20	1368977	1393164	24188	-	ENSG00000088832.18	FKBP1A	FKBP1A	0.184	7.81	2.25	0.158	0.395	0.802	FKBP1A
chr14	60144119	60169856	25738	-	ENSG00000100612.14	DHRS7	DHRS7	-0.176	6.15	2.25	0.158	0.395	0.801	DHRS7
chr3	49277144	49340712	63569	-	ENSG00000114316.13	USP4	USP4	0.106	6.87	2.25	0.158	0.395	0.801	USP4
chr1	43978943	43991170	12228	+	ENSG00000117411.18	B4GALT2	B4GALT2	0.437	1.57	2.25	0.158	0.395	0.801	B4GALT2
chr5	115804733	115816659	11927	-	ENSG00000129596.5	CDO1	CDO1	-0.553	1.11	2.24	0.158	0.395	0.8	CDO1
chr1	15490832	15526534	35703	-	ENSG00000132906.18	CASP9	CASP9	-0.163	4.69	2.25	0.158	0.395	0.801	CASP9
chr2	108449107	108509415	60309	+	ENSG00000135968.22	GCC2	GCC2	0.272	6.33	2.25	0.158	0.394	0.802	GCC2
chr2	44167969	44244384	76416	+	ENSG00000138032.21	PPM1B	PPM1B	0.148	6.15	2.24	0.158	0.395	0.8	PPM1B
chr4	52020706	52038299	17594	-	ENSG00000163069.13	SGCB	SGCB	0.363	4.25	2.25	0.158	0.395	0.801	SGCB
chr1	151156664	151170296	13633	+	ENSG00000163156.12	SCNM1	SCNM1	0.193	5.75	2.25	0.158	0.395	0.801	SCNM1
chr11	63573195	63616883	43689	-	ENSG00000176485.13	PLAAT3	PLAAT3	-0.227	4.81	2.25	0.158	0.395	0.801	PLAAT3
chr15	60347134	60402883	55750	-	ENSG00000182718.18	ANXA2	ANXA2	-0.349	7.97	2.25	0.158	0.394	0.803	ANXA2
chr3	113947901	113965401	17501	+	ENSG00000184307.17	ZDHHC23	ZDHHC23	-0.696	0.274	2.25	0.158	0.394	0.803	ZDHHC23
chr9	20999509	21031640	32132	-	ENSG00000188921.14	HACD4	HACD4	0.289	5.7	2.25	0.158	0.395	0.801	HACD4
chr12	105235290	105396097	160808	+	ENSG00000235162.9	C12orf75	C12orf75	0.235	5.22	2.25	0.158	0.394	0.802	C12orf75
chr8	123226189	123274284	48096	-	ENSG00000259305.6	ZHX1-C8orf76	ZHX1-C8orf76	-0.888	1.41	2.25	0.158	0.394	0.802	ZHX1-C8orf76
chr15	30135051	30148748	13698	+	ENSG00000261247.2	GOLGA8T	GOLGA8T	-1.6	1.26	2.25	0.158	0.395	0.801	GOLGA8T
chr17	28364356	28404049	39694	+	ENSG00000004139.14	SARM1	SARM1	-0.908	2.29	2.24	0.159	0.395	0.8	SARM1
chr12	16347142	16609259	262118	+	ENSG00000008394.13	MGST1	MGST1	-1.26	-1.02	2.24	0.159	0.396	0.799	MGST1
chr16	14632931	14669236	36306	+	ENSG00000103429.11	BFAR	BFAR	-0.163	5.57	2.24	0.159	0.396	0.799	BFAR
chr18	63389190	63422483	33294	-	ENSG00000119541.10	VPS4B	VPS4B	0.133	6.26	2.24	0.159	0.396	0.798	VPS4B
chr20	49237946	49278426	40481	-	ENSG00000124201.15	ZNFX1	ZNFX1	-0.214	6.36	2.23	0.159	0.396	0.798	ZNFX1
chrX	123600561	123733056	132496	-	ENSG00000125676.20	THOC2	THOC2	0.124	6.64	2.24	0.159	0.396	0.799	THOC2
chr19	4090321	4124122	33802	-	ENSG00000126934.15	MAP2K2	MAP2K2	-0.16	6.29	2.24	0.159	0.396	0.798	MAP2K2
chr15	72241181	72272999	31819	-	ENSG00000137817.17	PARP6	PARP6	-0.211	5.69	2.24	0.159	0.395	0.8	PARP6
chr17	55751051	55842830	91780	+	ENSG00000141179.14	PCTP	PCTP	-0.157	5.03	2.24	0.159	0.396	0.798	PCTP
chr14	73537143	73543796	6654	+	ENSG00000184227.8	ACOT1	ACOT1	-0.277	3.32	2.23	0.159	0.396	0.798	ACOT1
chr21	37062846	37073170	10325	-	ENSG00000185808.14	PIGP	PIGP	-0.286	3.56	2.24	0.159	0.395	0.8	PIGP
chr20	63707465	63736142	28678	+	ENSG00000197114.12	ZGPAT	ZGPAT	-0.184	4.92	2.24	0.159	0.395	0.8	ZGPAT
chr19	8321158	8323340	2183	+	ENSG00000233927.5	RPS28	RPS28	-0.237	7.81	2.24	0.159	0.396	0.799	RPS28
chr12	123152320	123244014	91695	-	ENSG00000051825.15	MPHOSPH9	MPHOSPH9	0.26	5.54	2.22	0.16	0.397	0.796	MPHOSPH9
chr19	47608196	47703277	95082	+	ENSG00000063169.12	BICRA	BICRA	0.19	4.36	2.22	0.16	0.397	0.795	BICRA
chr1	92508696	92792404	283709	-	ENSG00000067208.17	EVI5	EVI5	0.177	5.53	2.23	0.16	0.397	0.796	EVI5
chr7	151238764	151277896	39133	-	ENSG00000082014.17	SMARCD3	SMARCD3	-0.683	0.771	2.22	0.16	0.397	0.795	SMARCD3
chr5	72816312	72916733	100422	+	ENSG00000083312.19	TNPO1	TNPO1	-0.165	7.89	2.23	0.16	0.397	0.796	TNPO1
chr17	78378649	78425114	46466	+	ENSG00000087157.19	PGS1	PGS1	-0.23	5.05	2.23	0.16	0.397	0.797	PGS1
chr19	38915266	38930763	15498	-	ENSG00000104835.15	SARS2	SARS2	0.168	4.61	2.22	0.16	0.397	0.795	SARS2
chr2	54456317	54671446	215130	+	ENSG00000115306.16	SPTBN1	SPTBN1	0.443	6.63	2.23	0.16	0.397	0.797	SPTBN1
chr6	167996241	168045091	48851	+	ENSG00000125337.21	KIF25	KIF25	-0.954	-0.522	2.23	0.16	0.397	0.797	KIF25
chr1	155913045	155934413	21369	-	ENSG00000132680.11	KHDC4	KHDC4	-0.218	5.43	2.23	0.16	0.397	0.796	KHDC4
chr11	13276652	13387266	110615	+	ENSG00000133794.20	ARNTL	ARNTL	0.225	5.15	2.23	0.16	0.397	0.796	ARNTL
chr17	81189593	81222999	33407	-	ENSG00000141577.14	CEP131	CEP131	0.32	3.82	2.23	0.16	0.397	0.797	CEP131
chr2	223667680	223838027	170348	-	ENSG00000152056.18	AP1S3	AP1S3	0.336	3.55	2.22	0.16	0.397	0.795	AP1S3
chr16	70454595	70480274	25680	+	ENSG00000157353.17	FCSK	FCSK	-0.198	4.37	2.22	0.16	0.397	0.796	FCSK
chr9	95099054	95426796	327743	-	ENSG00000158169.14	FANCC	FANCC	0.376	2.86	2.22	0.16	0.397	0.795	FANCC
chr1	113929324	113977869	48546	+	ENSG00000163349.22	HIPK1	HIPK1	0.279	7.2	2.23	0.16	0.397	0.796	HIPK1
chr1	228487382	228499899	12518	+	ENSG00000168159.15	RNF187	RNF187	0.151	6.04	2.22	0.16	0.397	0.795	RNF187
chr10	72273919	72276036	2118	+	ENSG00000168209.6	DDIT4	DDIT4	0.361	5.83	2.23	0.16	0.397	0.797	DDIT4
chr3	56557161	56621837	64677	+	ENSG00000180376.17	CCDC66	CCDC66	-0.217	4.29	2.22	0.16	0.397	0.795	CCDC66
chr1	16004236	16008807	4572	+	ENSG00000183888.4	SRARP	SRARP	-0.799	-0.566	2.23	0.16	0.397	0.796	SRARP
chr6	149594873	149648972	54100	-	ENSG00000186625.14	KATNA1	KATNA1	0.191	4.02	2.23	0.16	0.397	0.797	KATNA1
chr16	70523791	70577670	53880	+	ENSG00000189091.13	SF3B3	SF3B3	0.284	7.31	2.22	0.16	0.397	0.795	SF3B3
chr3	130678934	130746829	67896	-	ENSG00000196455.8	PIK3R4	PIK3R4	-0.291	5.06	2.23	0.16	0.397	0.797	PIK3R4
chr1	54641786	54742308	100523	+	ENSG00000271723.5	MROH7-TTC4	MROH7-TTC4	-1.02	1.09	2.23	0.16	0.397	0.797	MROH7-TTC4
chr3	100260992	100325251	64260	+	ENSG00000036054.13	TBC1D23	TBC1D23	0.19	5.09	2.22	0.161	0.397	0.795	TBC1D23
chr20	62136733	62143440	6708	-	ENSG00000101182.15	PSMA7	PSMA7	-0.143	6.52	2.21	0.161	0.399	0.792	PSMA7
chr13	28300346	28495145	194800	-	ENSG00000102755.13	FLT1	FLT1	-0.962	-0.0633	2.22	0.161	0.398	0.794	FLT1
chr16	47461123	47701523	240401	+	ENSG00000102893.18	PHKB	PHKB	-0.141	6.58	2.22	0.161	0.398	0.794	PHKB
chr3	122384161	122412334	28174	+	ENSG00000114023.16	FAM162A	FAM162A	-0.221	4.59	2.21	0.161	0.398	0.793	FAM162A
chr16	57512181	57536571	24391	-	ENSG00000135736.6	CCDC102A	CCDC102A	0.337	2.71	2.21	0.161	0.398	0.793	CCDC102A
chr15	90388242	90502239	113998	+	ENSG00000140575.13	IQGAP1	IQGAP1	0.166	9.18	2.21	0.161	0.399	0.793	IQGAP1
chr18	32124877	32470882	346006	-	ENSG00000141441.16	GAREM1	GAREM1	0.413	3.29	2.21	0.161	0.399	0.792	GAREM1
chr11	125094389	125111763	17375	-	ENSG00000150433.10	TMEM218	TMEM218	-0.206	3.84	2.22	0.161	0.398	0.794	TMEM218
chr10	113679162	113730907	51746	+	ENSG00000165806.21	CASP7	CASP7	0.264	4.44	2.21	0.161	0.399	0.793	CASP7
chr9	128340527	128361470	20944	+	ENSG00000167114.13	SLC27A4	SLC27A4	-0.16	5.23	2.21	0.161	0.399	0.792	SLC27A4
chr11	7937171	7941708	4538	-	ENSG00000170683.7	OR10A3	OR10A3	0.411	-0.0698	2.3	0.161	0.399	0.793	OR10A3
chr3	49007062	49015953	8892	+	ENSG00000178252.19	WDR6	WDR6	-0.321	7.69	2.21	0.161	0.399	0.793	WDR6
chr17	28950513	29057216	106704	+	ENSG00000179761.12	PIPOX	PIPOX	-0.424	3.1	2.21	0.161	0.399	0.793	PIPOX
chr17	16620734	16653856	33123	-	ENSG00000197566.10	ZNF624	ZNF624	-0.212	3.47	2.21	0.161	0.399	0.792	ZNF624
chrX	110520896	110523021	2126	+	ENSG00000225366.6	TDGF1P3	TDGF1P3	0.547	-0.259	2.21	0.161	0.399	0.792	TDGF1P3
chr7	106248298	106285966	37669	-	ENSG00000105835.13	NAMPT	NAMPT	-0.297	5.46	2.2	0.162	0.4	0.79	NAMPT
chr11	68754620	68844410	89791	-	ENSG00000110090.13	CPT1A	CPT1A	-0.371	2.93	2.2	0.162	0.4	0.79	CPT1A
chr2	208266255	208358746	92492	+	ENSG00000115020.17	PIKFYVE	PIKFYVE	0.215	6.87	2.2	0.162	0.4	0.79	PIKFYVE
chr4	109709989	109730070	20082	-	ENSG00000123739.11	PLA2G12A	PLA2G12A	-0.46	3.53	2.2	0.162	0.4	0.79	PLA2G12A
chrX	53176283	53225422	49140	-	ENSG00000126012.13	KDM5C	KDM5C	0.162	7.13	2.21	0.162	0.399	0.792	KDM5C
chr16	31355134	31382999	27866	+	ENSG00000140678.17	ITGAX	ITGAX	0.262	9.16	2.2	0.162	0.4	0.79	ITGAX
chr6	145864245	145964423	100179	-	ENSG00000146414.17	SHPRH	SHPRH	0.269	5.35	2.2	0.162	0.4	0.791	SHPRH
chr15	49155656	49367869	212214	+	ENSG00000156958.15	GALK2	GALK2	-0.256	3.84	2.21	0.162	0.399	0.791	GALK2
chr2	84971093	85059472	88380	+	ENSG00000176407.18	KCMF1	KCMF1	-0.224	5.3	2.2	0.162	0.4	0.789	KCMF1
chr6	31982057	32002681	20625	+	ENSG00000244731.10	C4A	C4A	0.633	0.855	2.21	0.162	0.399	0.791	C4A
chr7	6329411	6348967	19557	-	ENSG00000286075.3	NA	NA	0.224	4.76	2.2	0.162	0.4	0.79	ENSG00000286075.3
chr12	50504985	50748657	243673	+	ENSG00000066084.13	DIP2B	DIP2B	0.25	7.09	2.19	0.163	0.401	0.788	DIP2B
chr14	92044496	92106621	62126	-	ENSG00000066427.25	ATXN3	ATXN3	0.298	5.2	2.19	0.163	0.401	0.788	ATXN3
chr20	36306336	36528637	222302	+	ENSG00000080845.19	DLGAP4	DLGAP4	0.303	4.91	2.19	0.163	0.401	0.788	DLGAP4
chr7	141002610	141015228	12619	-	ENSG00000090263.16	MRPS33	MRPS33	0.182	4.51	2.19	0.163	0.401	0.789	MRPS33
chr22	20111875	20117392	5518	-	ENSG00000099899.16	TRMT2A	TRMT2A	-0.269	5.34	2.19	0.163	0.401	0.788	TRMT2A
chr20	56358974	56368663	9690	+	ENSG00000124098.10	FAM210B	FAM210B	-0.273	4.89	2.19	0.163	0.402	0.787	FAM210B
chr9	130693721	130707288	13568	+	ENSG00000130713.17	EXOSC2	EXOSC2	0.133	5.83	2.19	0.163	0.402	0.787	EXOSC2
chr9	37422666	37436990	14325	+	ENSG00000137106.18	GRHPR	GRHPR	-0.136	5.91	2.2	0.163	0.401	0.789	GRHPR
chr11	124622836	124635926	13091	+	ENSG00000154144.13	TBRG1	TBRG1	-0.174	6.35	2.19	0.163	0.402	0.787	TBRG1
chr3	100363431	100401089	37659	-	ENSG00000154174.8	TOMM70	TOMM70	0.179	5.8	2.19	0.163	0.401	0.788	TOMM70
chr3	10285666	10292947	7282	-	ENSG00000157017.16	GHRL	GHRL	0.56	4.89	2.2	0.163	0.401	0.789	GHRL
chr1	27970344	28088637	118294	-	ENSG00000158161.16	EYA3	EYA3	0.189	5.76	2.19	0.163	0.401	0.788	EYA3
chr21	42879644	42913304	33661	+	ENSG00000160194.18	NDUFV3	NDUFV3	-0.154	5.91	2.19	0.163	0.401	0.788	NDUFV3
chr14	72969451	73027131	57681	-	ENSG00000165861.14	ZFYVE1	ZFYVE1	-0.203	5.06	2.19	0.163	0.402	0.787	ZFYVE1
chr3	195720884	195741123	20240	+	ENSG00000176945.18	MUC20	MUC20	-0.404	3.45	2.19	0.163	0.402	0.787	MUC20
chr17	76265348	76271298	5951	+	ENSG00000185262.9	UBALD2	UBALD2	0.197	5.22	2.19	0.163	0.401	0.787	UBALD2
chr1	164555584	164899296	343713	+	ENSG00000185630.20	PBX1	PBX1	-0.414	2.16	2.19	0.163	0.402	0.787	PBX1
chr1	210328252	210676296	348045	+	ENSG00000054392.13	HHAT	HHAT	-0.441	1.31	2.18	0.164	0.402	0.785	HHAT
chr12	21797389	21942543	145155	-	ENSG00000069431.14	ABCC9	ABCC9	0.334	2.73	2.18	0.164	0.402	0.785	ABCC9
chr16	27459555	27549913	90359	-	ENSG00000077235.18	GTF3C1	GTF3C1	0.153	6.89	2.18	0.164	0.402	0.786	GTF3C1
chr19	2096429	2099593	3165	+	ENSG00000099840.14	IZUMO4	IZUMO4	0.607	0.483	2.18	0.164	0.402	0.786	IZUMO4
chr14	58427385	58551297	123913	+	ENSG00000100578.18	KIAA0586	KIAA0586	0.247	4.8	2.18	0.164	0.402	0.784	KIAA0586
chr4	9771153	10054936	283784	-	ENSG00000109667.12	SLC2A9	SLC2A9	-0.251	3.52	2.18	0.164	0.402	0.785	SLC2A9
chr12	51061205	51083664	22460	-	ENSG00000110925.7	CSRNP2	CSRNP2	-0.241	4.57	2.19	0.164	0.402	0.786	CSRNP2
chr2	175072250	175168382	96133	-	ENSG00000115966.18	ATF2	ATF2	0.158	6.04	2.19	0.164	0.402	0.786	ATF2
chr1	32292083	32333635	41553	+	ENSG00000116478.12	HDAC1	HDAC1	0.14	6.23	2.18	0.164	0.402	0.784	HDAC1
chr1	27891524	27914746	23223	-	ENSG00000117748.10	RPA2	RPA2	0.111	5.68	2.18	0.164	0.402	0.786	RPA2
chr20	36573488	36593950	20463	+	ENSG00000118707.11	TGIF2	TGIF2	0.281	5.09	2.18	0.164	0.402	0.785	TGIF2
chr8	22578279	22598025	19747	+	ENSG00000120913.24	PDLIM2	PDLIM2	0.569	3.28	2.18	0.164	0.402	0.785	PDLIM2
chr2	73761782	73780132	18351	-	ENSG00000144048.11	DUSP11	DUSP11	0.166	4.55	2.18	0.164	0.402	0.784	DUSP11
chr8	12721906	12756073	34168	-	ENSG00000154359.13	LONRF1	LONRF1	0.365	2.81	2.18	0.164	0.402	0.786	LONRF1
chr14	102501767	102509799	8033	-	ENSG00000156381.9	ANKRD9	ANKRD9	-0.207	4.2	2.18	0.164	0.402	0.785	ANKRD9
chr18	23992773	24135610	142838	+	ENSG00000168234.13	TTC39C	TTC39C	0.312	3.45	2.18	0.164	0.402	0.785	TTC39C
chr19	37312837	37369365	56529	+	ENSG00000181666.19	ZNF875	ZNF875	-0.202	4.74	2.18	0.164	0.402	0.784	ZNF875
chr1	226231149	226309869	78721	-	ENSG00000183814.16	LIN9	LIN9	0.438	2.44	2.18	0.164	0.402	0.784	LIN9
chr22	20999104	21002196	3093	-	ENSG00000184436.12	THAP7	THAP7	-0.227	3.8	2.18	0.164	0.402	0.785	THAP7
chr16	56682470	56684196	1727	+	ENSG00000187193.9	MT1X	MT1X	0.621	1.21	2.18	0.164	0.402	0.784	MT1X
chr14	102362941	102502477	139537	+	ENSG00000196663.16	TECPR2	TECPR2	-0.135	4.61	2.18	0.164	0.402	0.784	TECPR2
chr19	1905399	1913447	8049	+	ENSG00000213638.6	ADAT3	ADAT3	-0.44	2.24	2.18	0.164	0.402	0.785	ADAT3
chr11	57712582	57818431	105850	+	ENSG00000288534.1	TMX2-CTNND1	TMX2-CTNND1	-0.342	6.45	2.18	0.164	0.402	0.785	TMX2-CTNND1
chr10	26438341	26567803	129463	+	ENSG00000077420.16	APBB1IP	APBB1IP	0.313	8.36	2.17	0.165	0.403	0.782	APBB1IP
chr5	39105252	39274528	169277	-	ENSG00000082074.19	FYB1	FYB1	0.203	8.34	2.17	0.165	0.403	0.783	FYB1
chr6	80106647	80346270	239624	+	ENSG00000083123.15	BCKDHB	BCKDHB	-0.311	3.62	2.17	0.165	0.403	0.782	BCKDHB
chr8	98117293	98159835	42543	+	ENSG00000104356.11	POP1	POP1	0.235	3.18	2.17	0.165	0.403	0.783	POP1
chr7	141738334	141787922	49589	+	ENSG00000106028.11	SSBP1	SSBP1	0.184	5.48	2.17	0.165	0.403	0.782	SSBP1
chr11	64851642	64888296	36655	-	ENSG00000110047.18	EHD1	EHD1	0.241	7.46	2.17	0.165	0.403	0.782	EHD1
chr5	138178719	138187723	9005	+	ENSG00000112984.12	KIF20A	KIF20A	0.556	4.54	2.17	0.165	0.403	0.782	KIF20A
chr1	220148293	220272529	124237	-	ENSG00000118873.17	RAB3GAP2	RAB3GAP2	0.16	5.74	2.17	0.165	0.403	0.783	RAB3GAP2
chr17	6444441	6451469	7029	+	ENSG00000129195.16	PIMREG	PIMREG	0.706	2.07	2.17	0.165	0.403	0.783	PIMREG
chr19	17511636	17521288	9653	+	ENSG00000130313.7	PGLS	PGLS	-0.199	5.96	2.17	0.165	0.403	0.784	PGLS
chr6	42929480	42939294	9815	+	ENSG00000137161.18	CNPY3	CNPY3	0.193	7.86	2.16	0.165	0.403	0.781	CNPY3
chr2	85133392	85310387	176996	+	ENSG00000152284.5	TCF7L1	TCF7L1	-0.67	-0.793	2.17	0.165	0.403	0.782	TCF7L1
chr18	10454635	10489949	35315	+	ENSG00000154856.13	APCDD1	APCDD1	0.722	-0.458	2.17	0.165	0.402	0.784	APCDD1
chr17	16342534	16353656	11123	-	ENSG00000166582.11	CENPV	CENPV	-0.575	-0.109	2.17	0.165	0.403	0.783	CENPV
chr11	837356	842529	5174	-	ENSG00000177700.6	POLR2L	POLR2L	-0.288	4.61	2.17	0.165	0.403	0.783	POLR2L
chrX	156020826	156025710	4885	+	ENSG00000182484.15	WASH6P	WASH6P	-0.139	5.94	2.17	0.165	0.403	0.783	WASH6P
chr16	8892097	8975328	83232	-	ENSG00000187555.17	USP7	USP7	0.177	7.18	2.17	0.165	0.403	0.783	USP7
chr9	137605685	137615360	9676	+	ENSG00000197070.14	ARRDC1	ARRDC1	0.203	5.19	2.17	0.165	0.403	0.782	ARRDC1
chr9	35490111	35561898	71788	+	ENSG00000198853.12	RUSC2	RUSC2	0.177	4.15	2.16	0.165	0.403	0.781	RUSC2
chr15	43796142	43804427	8286	+	ENSG00000242028.8	HYPK	HYPK	-0.243	3.76	2.17	0.165	0.403	0.784	HYPK
chr1	24415802	24472976	57175	+	ENSG00000001461.17	NIPAL3	NIPAL3	0.146	5.38	2.16	0.166	0.404	0.779	NIPAL3
chr7	10973336	11169623	196288	+	ENSG00000106443.17	PHF14	PHF14	0.158	5.06	2.16	0.166	0.404	0.78	PHF14
chr4	146253975	146522372	268398	-	ENSG00000120519.16	SLC10A7	SLC10A7	0.177	4.14	2.16	0.166	0.404	0.78	SLC10A7
chr1	26234200	26278808	44609	+	ENSG00000130695.16	CEP85	CEP85	0.151	4.92	2.16	0.166	0.404	0.781	CEP85
chr9	94030794	94109856	79063	+	ENSG00000158079.16	PTPDC1	PTPDC1	-0.375	2.35	2.16	0.166	0.403	0.781	PTPDC1
chr11	65040901	65044828	3928	+	ENSG00000168061.17	SAC3D1	SAC3D1	0.316	2.99	2.16	0.166	0.404	0.78	SAC3D1
chr17	64039080	64130819	91740	-	ENSG00000178607.17	ERN1	ERN1	-0.127	6.03	2.16	0.166	0.403	0.781	ERN1
chr12	56202179	56221933	19755	-	ENSG00000181852.18	RNF41	RNF41	0.239	6.17	2.15	0.166	0.405	0.779	RNF41
chrX	47145221	47186813	41593	+	ENSG00000182872.16	RBM10	RBM10	0.196	6	2.15	0.166	0.405	0.779	RBM10
chrX	1591604	1602520	10917	+	ENSG00000197976.12	AKAP17A	AKAP17A	-0.134	6.4	2.16	0.166	0.404	0.78	AKAP17A
chr19	57849859	57865117	15259	+	ENSG00000198466.12	ZNF587	ZNF587	-0.272	5.45	2.16	0.166	0.403	0.781	ZNF587
chrX	120594010	120621159	27150	+	ENSG00000232119.8	MCTS1	MCTS1	0.213	5.14	2.16	0.166	0.404	0.78	MCTS1
chr9	136791344	136793317	1974	+	ENSG00000244187.8	TMEM141	TMEM141	-0.217	4.07	2.15	0.166	0.405	0.779	TMEM141
chr22	39014257	39020352	6096	+	ENSG00000244509.4	APOBEC3C	APOBEC3C	0.123	6.2	2.16	0.166	0.403	0.781	APOBEC3C
chr7	155474256	155644406	170151	-	ENSG00000283128.3	NA	NA	-0.539	1.04	2.15	0.166	0.405	0.779	ENSG00000283128.3
chr14	94048287	94081202	32916	-	ENSG00000089737.18	DDX24	DDX24	-0.19	7.21	2.15	0.167	0.405	0.778	DDX24
chr19	18919705	18929189	9485	+	ENSG00000105671.12	DDX49	DDX49	0.201	4.89	2.15	0.167	0.406	0.777	DDX49
chr15	80946289	80989828	43540	-	ENSG00000117899.11	MESD	MESD	-0.176	5.84	2.14	0.167	0.406	0.777	MESD
chr1	93448118	93554661	106544	+	ENSG00000137942.18	FNBP1L	FNBP1L	0.239	5.03	2.15	0.167	0.405	0.778	FNBP1L
chr16	15395754	15413271	17518	+	ENSG00000156968.9	MPV17L	MPV17L	-0.306	3.82	2.15	0.167	0.405	0.778	MPV17L
chr5	154190730	154420984	230255	+	ENSG00000164574.16	GALNT10	GALNT10	-0.114	6.41	2.15	0.167	0.405	0.778	GALNT10
chr16	50313487	50368988	55502	-	ENSG00000166164.16	BRD7	BRD7	0.161	6.06	2.15	0.167	0.406	0.777	BRD7
chr15	90954881	90963125	8245	+	ENSG00000166965.13	RCCD1	RCCD1	0.264	3.46	2.15	0.167	0.405	0.778	RCCD1
chr15	75195643	75212169	16527	+	ENSG00000167173.19	C15orf39	C15orf39	0.334	5.4	2.15	0.167	0.405	0.778	C15orf39
chr17	4932277	4935023	2747	+	ENSG00000185245.9	GP1BA	GP1BA	-0.988	-1.15	2.15	0.167	0.405	0.778	GP1BA
chr5	145471799	145835369	363571	-	ENSG00000186314.12	PRELID2	PRELID2	0.345	1.55	2.15	0.167	0.405	0.778	PRELID2
chr1	206186179	206204414	18236	-	ENSG00000196550.11	FAM72A	FAM72A	0.22	3.65	2.14	0.167	0.406	0.776	FAM72A
chr3	11137093	11263557	126465	+	ENSG00000196639.7	HRH1	HRH1	-0.419	0.181	2.15	0.167	0.406	0.777	HRH1
chr17	42038232	42050601	12370	-	ENSG00000267221.3	C17orf113	C17orf113	0.237	3.93	2.14	0.167	0.406	0.777	C17orf113
chr2	182716255	182794464	78210	+	ENSG00000077232.19	DNAJC10	DNAJC10	0.195	7.24	2.14	0.168	0.406	0.775	DNAJC10
chr11	74493851	74669117	175267	+	ENSG00000077514.9	POLD3	POLD3	0.287	4.38	2.14	0.168	0.406	0.775	POLD3
chr22	42583721	42614962	31242	-	ENSG00000100227.19	POLDIP3	POLDIP3	0.199	6.12	2.13	0.168	0.407	0.774	POLDIP3
chr22	45308968	45341955	32988	+	ENSG00000100376.12	FAM118A	FAM118A	0.256	4.72	2.14	0.168	0.406	0.775	FAM118A
chrX	147911919	147951125	39207	+	ENSG00000102081.16	FMR1	FMR1	0.207	5.41	2.14	0.168	0.406	0.776	FMR1
chr11	59574398	59615774	41377	-	ENSG00000110048.12	OSBP	OSBP	0.155	6.39	2.14	0.168	0.406	0.775	OSBP
chr3	50226292	50259362	33071	+	ENSG00000114353.17	GNAI2	GNAI2	0.136	9.56	2.14	0.168	0.406	0.775	GNAI2
chr1	155946851	156007070	60220	-	ENSG00000116584.22	ARHGEF2	ARHGEF2	0.213	7.67	2.13	0.168	0.407	0.774	ARHGEF2
chr2	199269505	199471266	201762	-	ENSG00000119042.18	SATB2	SATB2	-0.264	2.86	2.13	0.168	0.406	0.774	SATB2
chr12	98645290	98735433	90144	+	ENSG00000120868.14	APAF1	APAF1	0.414	7.3	2.14	0.168	0.406	0.775	APAF1
chr1	40072710	40097260	24551	-	ENSG00000131238.18	PPT1	PPT1	-0.134	9.15	2.14	0.168	0.406	0.775	PPT1
chr18	12407896	12432238	24343	+	ENSG00000141391.14	PRELID3A	PRELID3A	-0.471	2.02	2.14	0.168	0.406	0.775	PRELID3A
chr4	78887127	78939438	52312	-	ENSG00000163291.14	PAQR3	PAQR3	0.318	3.06	2.14	0.168	0.406	0.775	PAQR3
chr7	100049774	100065040	15267	+	ENSG00000166529.16	ZSCAN21	ZSCAN21	-0.332	3.15	2.14	0.168	0.406	0.776	ZSCAN21
chr16	31060843	31074240	13398	-	ENSG00000167394.13	ZNF668	ZNF668	-0.474	3.52	2.13	0.168	0.407	0.774	ZNF668
chr11	68261338	68272001	10664	-	ENSG00000171067.11	C11orf24	C11orf24	-0.147	4.6	2.13	0.168	0.407	0.774	C11orf24
chr17	82942149	83051809	109661	-	ENSG00000175711.9	B3GNTL1	B3GNTL1	0.202	3.04	2.14	0.168	0.406	0.774	B3GNTL1
chrX	78129748	78139650	9903	-	ENSG00000187325.5	TAF9B	TAF9B	0.298	3.41	2.16	0.168	0.406	0.775	TAF9B
chr10	14838306	14871741	33436	+	ENSG00000187522.16	HSPA14	HSPA14	0.16	4.12	2.14	0.168	0.406	0.776	HSPA14
chrX	56563627	56567868	4242	+	ENSG00000188021.9	UBQLN2	UBQLN2	-0.146	5.55	2.14	0.168	0.406	0.776	UBQLN2
chr19	47819779	47843330	23552	+	ENSG00000105392.17	CRX	CRX	0.229	2.87	2.13	0.169	0.408	0.773	CRX
chr3	195274745	195443044	168300	-	ENSG00000114331.16	ACAP2	ACAP2	0.251	7.2	2.12	0.169	0.408	0.771	ACAP2
chr2	171434217	171485052	50836	+	ENSG00000115827.14	DCAF17	DCAF17	0.286	4.28	2.12	0.169	0.408	0.772	DCAF17
chr1	6185020	6209389	24370	-	ENSG00000116251.11	RPL22	RPL22	-0.158	8.54	2.13	0.169	0.408	0.772	RPL22
chr18	26454910	26657401	202492	-	ENSG00000134504.14	KCTD1	KCTD1	-0.663	1.97	2.13	0.169	0.408	0.772	KCTD1
chr7	108470417	108569666	99250	-	ENSG00000135241.17	PNPLA8	PNPLA8	0.184	5.12	2.12	0.169	0.408	0.771	PNPLA8
